Chr	Start	Stop	gene_id	.	Strand	Length
10	87387426	87400639	tID=DHH00005B73v401980;Name=DHH00005B73v401980_NA_LCV5p5_LCV3p5	.	+	13214
10	87529000	87544199	tID=RLC00004B73v400307;Name=RLC00004B73v400307_opie_LTRsimilarity93.13	.	+	15200
10	87542727	87556402	tID=DHH00011B73v400276;Name=DHH00011B73v400276_NA_LCV5p8_LCV3p5	.	+	13676
10	87863921	87875668	tID=DHH00005B73v401982;Name=DHH00005B73v401982_NA_LCV5p10_LCV3p5	.	+	11748
10	87875688	87891640	tID=DHH00004B73v400070;Name=DHH00004B73v400070_NA_LCV5p5_LCV3p10	.	+	15953
10	87875809	87875963	tID=DTM_10_87875809_87875963;Name=DTM,TSDlen9,TIRlen40	.	+	155
10	88378501	88396658	tID=DHH00005B73v400083;Name=DHH00005B73v400083_NA_LCV5p14_LCV3p5	.	+	18158
10	88442952	88454955	tID=RLG00003B73v400339;Name=RLG00003B73v400339_huck_LTRsimilarity94.22	.	+	12004
10	88459105	88459534	tID=DHH00002B73v400183;Name=DHH00002B73v400183_Hip1_LCV5p16_LCV3p8	.	+	430
10	88459966	88468761	tID=DHH00003B73v400101;Name=DHH00003B73v400101_NA_LCV5p23_LCV3p6	.	+	8796
10	88460351	88468705	tID=RLC00004B73v400311;Name=RLC00004B73v400311_opie_LTRsimilarity88.93	.	+	8355
10	88503231	88521936	tID=DHH00002B73v400184;Name=DHH00002B73v400184_Hip1_LCV5p5_LCV3p20	.	+	18706
10	88509210	88517792	tID=RLC00004B73v400312;Name=RLC00004B73v400312_opie_LTRsimilarity96.73	.	+	8583
10	88567993	88568604	tID=DTA_10_88567993_88568604;Name=DTA,TSDlen8,TIRlen11	.	+	612
10	88691505	88708223	tID=DHH00002B73v400185;Name=DHH00002B73v400185_Hip1_LCV5p6_LCV3p12	.	+	16719
10	88701912	88709484	tID=DTC_10_88701912_88709484;Name=DTC,TSDlen3,TIRlen13	.	+	7573
10	88742161	88750831	tID=RLG00011B73v400034;Name=RLG00011B73v400034_milt_LTRsimilarity90.51	.	+	8671
10	88748799	88749295	tID=DHH00001B73v406470;Name=DHH00001B73v406470_NA_LCV5p7_LCV3p7	.	+	497
10	88766498	88772277	tID=DHH00042B73v400001;Name=DHH00042B73v400001_NA_LCV5p12_LCV3p5	.	+	5780
10	88771753	88811811	tID=RLC00004B73v408799;Name=RLC00004B73v408799_opie_LTRsimilarity97.31	.	+	40059
10	88852843	88853021	tID=DTH_10_88852843_88853021;Name=DTH,TSDlen3,TIRlen14	.	+	179
10	88879061	88887253	tID=RLC00002B73v400344;Name=RLC00002B73v400344_ji_LTRsimilarity91.38	.	+	8193
10	88998301	89015632	tID=DHH00002B73v400186;Name=DHH00002B73v400186_Hip1_LCV5p15_LCV3p7	.	+	17332
10	89000857	89006466	tID=RLG02103B73v400001;Name=RLG02103B73v400001_wemu_LTRsimilarity96.37	.	+	5610
10	89229871	89244177	tID=DHH02578B73v400001;Name=DHH02578B73v400001_NA_LCV5p9_LCV3p6	.	+	14307
10	89271931	89276883	tID=DHH02577B73v400001;Name=DHH02577B73v400001_NA_LCV5p11_LCV3p5	.	+	4953
10	89313738	89314906	tID=DHH00012B73v400008;Name=DHH00012B73v400008_NA_LCV5p8_LCV3p8	.	+	1169
10	89313759	89313987	tID=DTA_10_89313759_89313987;Name=DTA,TSDlen8,TIRlen11	.	+	229
10	89397339	89407480	tID=DHH00002B73v400188;Name=DHH00002B73v400188_Hip1_LCV5p12_LCV3p6	.	+	10142
10	89398256	89406914	tID=RLC00002B73v400347;Name=RLC00002B73v400347_ji_LTRsimilarity91.11	.	+	8659
10	89413210	89421359	tID=RLC15773B73v400001;Name=RLC15773B73v400001_NA_LTRsimilarity93.39	.	+	8150
10	89428535	89519404	tID=RLG17335B73v400001;Name=RLG17335B73v400001_NA_LTRsimilarity90.36	.	+	90870
10	89547978	89563589	tID=DHH02576B73v400001;Name=DHH02576B73v400001_NA_LCV5p9_LCV3p5	.	+	15612
10	89571852	89589729	tID=DHH00027B73v400002;Name=DHH00027B73v400002_NA_LCV5p10_LCV3p5	.	+	17878
10	89629826	89629950	tID=DTH_10_89629826_89629950;Name=DTH,TSDlen3,TIRlen14	.	+	125
10	89630575	89636669	tID=DHH00012B73v400009;Name=DHH00012B73v400009_NA_LCV5p18_LCV3p10	.	+	6095
10	90115833	90133461	tID=DHH00002B73v400190;Name=DHH00002B73v400190_Hip1_LCV5p12_LCV3p6	.	+	17629
10	90125654	90127145	tID=RLC00064B73v400001;Name=RLC00064B73v400001_tuteh_LTRsimilarity86.51	.	+	1492
10	90130613	90130801	tID=DTA_10_90130613_90130801;Name=DTA,TSDlen8,TIRlen11	.	+	189
10	90141832	90149388	tID=RLG00001B73v400668;Name=RLG00001B73v400668_cinful-zeon_LTRsimilarity98.66	.	+	7557
10	90149861	90184608	tID=RLC02230B73v400003;Name=RLC02230B73v400003_NA_LTRsimilarity94.89	.	+	34748
10	90240301	90253405	tID=RLG00003B73v400348;Name=RLG00003B73v400348_huck_LTRsimilarity96.28	.	+	13105
10	90384502	90403739	tID=DHH00002B73v400191;Name=DHH00002B73v400191_Hip1_LCV5p11_LCV3p5	.	+	19238
10	90385960	90386402	tID=DTA_10_90385960_90386402;Name=DTA,TSDlen8,TIRlen11	.	+	443
10	90408907	90413214	tID=DHH00002B73v405913;Name=DHH00002B73v405913_Hip1_LCV5p16_LCV3p6	.	+	4308
10	90437723	90452031	tID=RLG00003B73v400350;Name=RLG00003B73v400350_huck_LTRsimilarity96.08	.	+	14309
10	90458825	90478898	tID=RLC00026B73v400334;Name=RLC00026B73v400334_NA_LTRsimilarity96.36	.	+	20074
10	90469612	90483561	tID=DHH00002B73v405914;Name=DHH00002B73v405914_Hip1_LCV5p20_LCV3p7	.	+	13950
10	90485347	90490284	tID=RLG00011B73v400036;Name=RLG00011B73v400036_milt_LTRsimilarity93.17	.	+	4938
10	90555232	90556155	tID=DTA_10_90555232_90556155;Name=DTA,TSDlen8,TIRlen11	.	+	924
10	90561143	90570658	tID=RLG00001B73v400671;Name=RLG00001B73v400671_cinful-zeon_LTRsimilarity95.96	.	+	9516
10	90610712	90635204	tID=RLC24824B73v400001;Name=RLC24824B73v400001_NA_LTRsimilarity99.15	.	+	24493
10	90635199	90635520	tID=DTH_10_90635199_90635520;Name=DTH,TSDlen3,TIRlen14	.	+	322
10	90635285	90658312	tID=RLX20802B73v400001;Name=RLX20802B73v400001_NA_LTRsimilarity87.1	.	+	23028
10	90647074	90655328	tID=RLC00002B73v400355;Name=RLC00002B73v400355_ji_LTRsimilarity91.53	.	+	8255
10	90650242	90658536	tID=DHH00002B73v400192;Name=DHH00002B73v400192_Hip1_LCV5p5_LCV3p13	.	+	8295
10	90654887	90655122	tID=DTC_10_90654887_90655122;Name=DTC,TSDlen3,TIRlen13	.	+	236
10	90657758	90658070	tID=DTH_10_90657758_90658070;Name=DTH,TSDlen3,TIRlen14	.	+	313
10	90668968	90669127	tID=DTC_10_90668968_90669127;Name=DTC,TSDlen3,TIRlen13	.	+	160
10	90971480	90989640	tID=RLC00002B73v410224;Name=RLC00002B73v410224_ji_LTRsimilarity93.34	.	+	18161
10	90989759	90989814	tID=DTH_10_90989759_90989814;Name=DTH,TSDlen3,TIRlen14	.	+	56
10	91050272	91062944	tID=RLG00003B73v400353;Name=RLG00003B73v400353_huck_LTRsimilarity90.12	.	+	12673
10	91162486	91181060	tID=DHH00026B73v400002;Name=DHH00026B73v400002_NA_LCV5p10_LCV3p5	.	+	18575
10	91367862	91385116	tID=RLG00001B73v400675;Name=RLG00001B73v400675_cinful-zeon_LTRsimilarity97.16	.	+	17255
10	91599824	91617185	tID=DHH00003B73v400106;Name=DHH00003B73v400106_NA_LCV5p8_LCV3p5	.	+	17362
10	91735932	91789608	tID=RLC20800B73v400001;Name=RLC20800B73v400001_NA_LTRsimilarity85.12	.	+	53677
10	91739727	91769751	tID=RLG00007B73v402135;Name=RLG00007B73v402135_grande_LTRsimilarity92.87	.	+	30025
10	91749426	91754188	tID=DHH00128B73v400004;Name=DHH00128B73v400004_NA_LCV5p9_LCV3p9	.	+	4763
10	91753924	91763671	tID=RLG00001B73v400677;Name=RLG00001B73v400677_cinful-zeon_LTRsimilarity95.64	.	+	9748
10	91878038	91885597	tID=RLC00703B73v400002;Name=RLC00703B73v400002_NA_LTRsimilarity93.01	.	+	7560
10	91895680	91912796	tID=DHH00002B73v405921;Name=DHH00002B73v405921_Hip1_LCV5p8_LCV3p5	.	+	17117
10	91926681	91985015	tID=RLC19037B73v400001;Name=RLC19037B73v400001_NA_LTRsimilarity90.06	.	+	58335
10	91987218	92001211	tID=DHH00003B73v400107;Name=DHH00003B73v400107_NA_LCV5p9_LCV3p6	.	+	13994
10	92075199	92084788	tID=RLG00001B73v400680;Name=RLG00001B73v400680_cinful-zeon_LTRsimilarity99.83	.	+	9590
10	92159543	92159637	tID=DTH_10_92159543_92159637;Name=DTH,TSDlen3,TIRlen14	.	+	95
10	92162535	92170786	tID=DHH00002B73v400199;Name=DHH00002B73v400199_Hip1_LCV5p9_LCV3p12	.	+	8252
10	92313553	92329191	tID=RLG15758B73v400001;Name=RLG15758B73v400001_NA_LTRsimilarity96.16	.	+	15639
10	92322462	92332366	tID=DHH00005B73v401989;Name=DHH00005B73v401989_NA_LCV5p8_LCV3p5	.	+	9905
10	92972996	93008175	tID=RLG00003B73v412609;Name=RLG00003B73v412609_huck_LTRsimilarity87.78	.	+	35180
10	93011533	93011633	tID=RLG12022B73v4S0006;Name=RLG12022B73v4S0006_NA_SoloLTR	.	+	101
10	93011544	93011644	tID=RLG12022B73v4S0007;Name=RLG12022B73v4S0007_NA_SoloLTR	.	+	101
10	93011656	93013567	tID=DTM_10_93011656_93013567;Name=DTM,TSDlen9,TIRlen40	.	+	1912
10	93024466	93024570	tID=DTH_10_93024466_93024570;Name=DTH,TSDlen3,TIRlen14	.	+	105
10	93054271	93059522	tID=RLC02099B73v400001;Name=RLC02099B73v400001_kuvi_LTRsimilarity98.88	.	+	5252
10	93141015	93141928	tID=DHH00002B73v400204;Name=DHH00002B73v400204_Hip1_LCV5p12_LCV3p52	.	+	914
10	93142403	93147783	tID=DHH00286B73v400001;Name=DHH00286B73v400001_NA_LCV5p7_LCV3p7	.	+	5381
10	93159448	93169546	tID=RLG02098B73v400001;Name=RLG02098B73v400001_NA_LTRsimilarity99.78	.	+	10099
10	93162076	93175950	tID=DHH00001B73v406480;Name=DHH00001B73v406480_NA_LCV5p24_LCV3p7	.	+	13875
10	93462986	93468397	tID=RLG00010B73v400055;Name=RLG00010B73v400055_NA_LTRsimilarity95.09	.	+	5412
10	93463141	93463635	tID=DHH00001B73v406481;Name=DHH00001B73v406481_NA_LCV5p7_LCV3p7	.	+	495
10	93631700	93636124	tID=DHH00001B73v400317;Name=DHH00001B73v400317_NA_LCV5p6_LCV3p8	.	+	4425
10	93871640	93883445	tID=RLG00009B73v400068;Name=RLG00009B73v400068_gyma_LTRsimilarity92.12	.	+	11806
10	93912552	93921101	tID=RLC00002B73v400366;Name=RLC00002B73v400366_ji_LTRsimilarity94.78	.	+	8550
10	94182843	94188954	tID=DHH00005B73v400086;Name=DHH00005B73v400086_NA_LCV5p8_LCV3p5	.	+	6112
10	94183556	94196609	tID=RLG00003B73v400370;Name=RLG00003B73v400370_huck_LTRsimilarity92.73	.	+	13054
10	94232660	94232776	tID=DTH_10_94232660_94232776;Name=DTH,TSDlen3,TIRlen14	.	+	117
10	94279894	94280324	tID=DTA_10_94279894_94280324;Name=DTA,TSDlen8,TIRlen11	.	+	431
10	94282095	94303052	tID=RLG00008B73v402302;Name=RLG00008B73v402302_doke_LTRsimilarity96.48	.	+	20958
10	94377994	94428850	tID=RLX18116B73v400001;Name=RLX18116B73v400001_NA_LTRsimilarity90.83	.	+	50857
10	94430736	94444113	tID=DHH00003B73v400112;Name=DHH00003B73v400112_NA_LCV5p11_LCV3p6	.	+	13378
10	94647810	94656906	tID=DHH00002B73v400205;Name=DHH00002B73v400205_Hip1_LCV5p25_LCV3p23	.	+	9097
10	94689569	94725265	tID=RLG00012B73v400012;Name=RLG00012B73v400012_NA_LTRsimilarity89.61	.	+	35697
10	94728009	94740145	tID=RLG00008B73v400125;Name=RLG00008B73v400125_doke_LTRsimilarity98.11	.	+	12137
10	94790146	94799619	tID=RLC00002B73v400372;Name=RLC00002B73v400372_ji_LTRsimilarity98.55	.	+	9474
10	94793965	94803878	tID=DHH00004B73v402079;Name=DHH00004B73v402079_NA_LCV5p8_LCV3p10	.	+	9914
10	94896171	94904881	tID=RLX15744B73v400001;Name=RLX15744B73v400001_NA_LTRsimilarity92.35	.	+	8711
10	94910118	94916583	tID=DHH00002B73v400207;Name=DHH00002B73v400207_Hip1_LCV5p26_LCV3p50	.	+	6466
10	94977293	94991750	tID=DHH00005B73v401994;Name=DHH00005B73v401994_NA_LCV5p7_LCV3p5	.	+	14458
10	95204091	95208750	tID=RLC02096B73v400001;Name=RLC02096B73v400001_NA_LTRsimilarity98.14	.	+	4660
10	95270228	95278564	tID=DHH00018B73v400112;Name=DHH00018B73v400112_NA_LCV5p9_LCV3p6	.	+	8337
10	95279574	95279853	tID=DTH_10_95279574_95279853;Name=DTH,TSDlen3,TIRlen14	.	+	280
10	95283233	95302782	tID=RLC00002B73v410228;Name=RLC00002B73v410228_ji_LTRsimilarity90.43	.	+	19550
10	95310081	95315314	tID=DHH00023B73v400060;Name=DHH00023B73v400060_NA_LCV5p9_LCV3p5	.	+	5234
10	95316492	95332854	tID=RLG00001B73v412789;Name=RLG00001B73v412789_cinful-zeon_LTRsimilarity95.22	.	+	16363
10	95350944	95367743	tID=DHH00009B73v400560;Name=DHH00009B73v400560_NA_LCV5p5_LCV3p11	.	+	16800
10	95359013	95363213	tID=RLG00011B73v400039;Name=RLG00011B73v400039_milt_LTRsimilarity93.26	.	+	4201
10	95456193	95459432	tID=RLX00094B73v400004;Name=RLX00094B73v400004_NA_LTRsimilarity94.96	.	+	3240
10	95460114	95460187	tID=DTA_10_95460114_95460187;Name=DTA,TSDlen8,TIRlen11	.	+	74
10	95467301	95486627	tID=DHH00005B73v400087;Name=DHH00005B73v400087_NA_LCV5p6_LCV3p5	.	+	19327
10	95508558	95559800	tID=RLG00006B73v404037;Name=RLG00006B73v404037_flip_LTRsimilarity96.99	.	+	51243
10	95578354	95593633	tID=DHH00001B73v406487;Name=DHH00001B73v406487_NA_LCV5p11_LCV3p10	.	+	15280
10	95590610	95592466	tID=RLX00094B73v400005;Name=RLX00094B73v400005_NA_LTRsimilarity91.77	.	+	1857
10	95594223	95604236	tID=RLC00002B73v400376;Name=RLC00002B73v400376_ji_LTRsimilarity91.56	.	+	10014
10	95629272	95641809	tID=RLG00003B73v400376;Name=RLG00003B73v400376_huck_LTRsimilarity95.29	.	+	12538
10	95652873	95670972	tID=DHH00521B73v400001;Name=DHH00521B73v400001_NA_LCV5p19_LCV3p5	.	+	18100
10	95669774	95737080	tID=RLG00003B73v412766;Name=RLG00003B73v412766_huck_LTRsimilarity90.52	.	+	67307
10	95806114	95806341	tID=DHH00002B73v400209;Name=DHH00002B73v400209_Hip1_LCV5p27_LCV3p23	.	+	228
10	95837786	95850771	tID=DHH00001B73v400329;Name=DHH00001B73v400329_NA_LCV5p9_LCV3p6	.	+	12986
10	95853067	95858920	tID=RLC00052B73v400007;Name=RLC00052B73v400007_raider_LTRsimilarity96.17	.	+	5854
10	95864855	95907437	tID=RLC00002B73v413401;Name=RLC00002B73v413401_ji_LTRsimilarity94.27	.	+	42583
10	95934138	95945386	tID=DHH00010B73v400009;Name=DHH00010B73v400009_NA_LCV5p8_LCV3p5	.	+	11249
10	96007039	96010588	tID=RLG00053B73v400004;Name=RLG00053B73v400004_milt_LTRsimilarity91.59	.	+	3550
10	96020484	96024183	tID=DHH00002B73v405930;Name=DHH00002B73v405930_Hip1_LCV5p16_LCV3p41	.	+	3700
10	96025013	96036595	tID=RLG00008B73v400127;Name=RLG00008B73v400127_doke_LTRsimilarity99.16	.	+	11583
10	96107445	96176995	tID=RLX17641B73v400001;Name=RLX17641B73v400001_NA_LTRsimilarity96.28	.	+	69551
10	96314557	96323886	tID=RLG00011B73v400040;Name=RLG00011B73v400040_milt_LTRsimilarity95.13	.	+	9330
10	96502799	96506824	tID=DHH00003B73v400115;Name=DHH00003B73v400115_NA_LCV5p6_LCV3p7	.	+	4026
10	96506012	96514605	tID=RLC00004B73v400353;Name=RLC00004B73v400353_opie_LTRsimilarity95.45	.	+	8594
10	96577269	96577862	tID=DHH00002B73v400211;Name=DHH00002B73v400211_Hip1_LCV5p24_LCV3p19	.	+	594
10	96580316	96583015	tID=DHH00001B73v400335;Name=DHH00001B73v400335_NA_LCV5p15_LCV3p6	.	+	2700
10	96729302	96745208	tID=DHH00009B73v400030;Name=DHH00009B73v400030_NA_LCV5p8_LCV3p7	.	+	15907
10	96731983	96732119	tID=DTH_10_96731983_96732119;Name=DTH,TSDlen3,TIRlen14	.	+	137
10	96735396	96752538	tID=RLG00001B73v400709;Name=RLG00001B73v400709_cinful-zeon_LTRsimilarity95.25	.	+	17143
10	96771779	96777770	tID=DHH00002B73v405931;Name=DHH00002B73v405931_Hip1_LCV5p15_LCV3p52	.	+	5992
10	96778723	96816901	tID=RLX18378B73v400001;Name=RLX18378B73v400001_NA_LTRsimilarity95.99	.	+	38179
10	96864699	96867633	tID=DHH00002B73v400212;Name=DHH00002B73v400212_Hip1_LCV5p25_LCV3p52	.	+	2935
10	96868320	96883951	tID=RLX24805B73v400001;Name=RLX24805B73v400001_NA_LTRsimilarity91.84	.	+	15632
10	96870308	96879247	tID=RLC00004B73v400356;Name=RLC00004B73v400356_opie_LTRsimilarity99.6	.	+	8940
10	96919974	96936866	tID=DHH00004B73v402082;Name=DHH00004B73v402082_NA_LCV5p8_LCV3p10	.	+	16893
10	96931953	96936297	tID=DTC_10_96931953_96936297;Name=DTC,TSDlen3,TIRlen13	.	+	4345
10	96940474	96948379	tID=RLX15732B73v400001;Name=RLX15732B73v400001_NA_LTRsimilarity99.07	.	+	7906
10	96951278	96955877	tID=RLG00011B73v400041;Name=RLG00011B73v400041_milt_LTRsimilarity93.49	.	+	4600
10	96959690	96965014	tID=RLG04239B73v400001;Name=RLG04239B73v400001_NA_LTRsimilarity89.2	.	+	5325
10	96987656	97033789	tID=RLC01079B73v400002;Name=RLC01079B73v400002_NA_LTRsimilarity88.1	.	+	46134
10	96989281	97008073	tID=RLG00010B73v400057;Name=RLG00010B73v400057_NA_LTRsimilarity93.31	.	+	18793
10	96992842	97006881	tID=DHH00001B73v400336;Name=DHH00001B73v400336_NA_LCV5p18_LCV3p6	.	+	14040
10	97008041	97009397	tID=DHH00002B73v405932;Name=DHH00002B73v405932_Hip1_LCV5p15_LCV3p49	.	+	1357
10	97088167	97151537	tID=RLC00183B73v400022;Name=RLC00183B73v400022_NA_LTRsimilarity90.58	.	+	63371
10	97099155	97100304	tID=DTC_10_97099155_97100304;Name=DTC,TSDlen3,TIRlen13	.	+	1150
10	97103591	97121630	tID=DHH00007B73v400029;Name=DHH00007B73v400029_NA_LCV5p8_LCV3p6	.	+	18040
10	97107360	97112946	tID=RLC00032B73v400014;Name=RLC00032B73v400014_ebel_LTRsimilarity97.18	.	+	5587
10	97248240	97248347	tID=DTT_10_97248240_97248347;Name=DTT,TSDlen2,TIRlen12	.	+	108
10	97249291	97265049	tID=RLC15731B73v400001;Name=RLC15731B73v400001_NA_LTRsimilarity98.53	.	+	15759
10	97272158	97272451	tID=DTH_10_97272158_97272451;Name=DTH,TSDlen3,TIRlen14	.	+	294
10	97281560	97282315	tID=DHH00511B73v400002;Name=DHH00511B73v400002_NA_LCV5p8_LCV3p5	.	+	756
10	97282814	97282943	tID=DTT_10_97282814_97282943;Name=DTT,TSDlen2,TIRlen12	.	+	130
10	97283264	97290721	tID=RLG00001B73v400713;Name=RLG00001B73v400713_cinful-zeon_LTRsimilarity99.41	.	+	7458
10	97434341	97437708	tID=DHH00002B73v400214;Name=DHH00002B73v400214_Hip1_LCV5p5_LCV3p48	.	+	3368
10	97508217	97605882	tID=RLX19035B73v400001;Name=RLX19035B73v400001_NA_LTRsimilarity86.06	.	+	97666
10	97665416	97675783	tID=DHH00002B73v400215;Name=DHH00002B73v400215_Hip1_LCV5p6_LCV3p7	.	+	10368
10	97683952	97685441	tID=DHH00002B73v405933;Name=DHH00002B73v405933_Hip1_LCV5p16_LCV3p36	.	+	1490
10	97709569	97803084	tID=RLC00067B73v400048;Name=RLC00067B73v400048_NA_LTRsimilarity90	.	+	93516
10	97827932	97828109	tID=DTA_10_97827932_97828109;Name=DTA,TSDlen8,TIRlen11	.	+	178
10	97882917	97883094	tID=DTH_10_97882917_97883094;Name=DTH,TSDlen3,TIRlen14	.	+	178
10	97985928	97996820	tID=DHH00001B73v406490;Name=DHH00001B73v406490_NA_LCV5p24_LCV3p5	.	+	10893
10	98102792	98103084	tID=DTH_10_98102792_98103084;Name=DTH,TSDlen3,TIRlen14	.	+	293
10	98103742	98107283	tID=RLX15726B73v400001;Name=RLX15726B73v400001_NA_LTRsimilarity85.25	.	+	3542
10	98111010	98121808	tID=DHH00002B73v400216;Name=DHH00002B73v400216_Hip1_LCV5p10_LCV3p12	.	+	10799
10	98190313	98192683	tID=DHH00002B73v400217;Name=DHH00002B73v400217_Hip1_LCV5p13_LCV3p15	.	+	2371
10	98190493	98203790	tID=RLX15723B73v400001;Name=RLX15723B73v400001_NA_LTRsimilarity95.44	.	+	13298
10	98210295	98236758	tID=RLG00008B73v402303;Name=RLG00008B73v402303_doke_LTRsimilarity99.16	.	+	26464
10	98240910	98250483	tID=RLG00001B73v400721;Name=RLG00001B73v400721_cinful-zeon_LTRsimilarity97.14	.	+	9574
10	98264141	98277506	tID=RLG00003B73v400387;Name=RLG00003B73v400387_huck_LTRsimilarity93.69	.	+	13366
10	98271743	98278257	tID=DHH00005B73v402000;Name=DHH00005B73v402000_NA_LCV5p15_LCV3p5	.	+	6515
10	98281644	98295751	tID=RLG00007B73v400107;Name=RLG00007B73v400107_grande_LTRsimilarity99.05	.	+	14108
10	98370939	98397750	tID=RLC24802B73v400001;Name=RLC24802B73v400001_NA_LTRsimilarity88.27	.	+	26812
10	98386514	98396086	tID=RLG00001B73v400723;Name=RLG00001B73v400723_cinful-zeon_LTRsimilarity96.81	.	+	9573
10	98532547	98540039	tID=RLG00001B73v400724;Name=RLG00001B73v400724_cinful-zeon_LTRsimilarity98.82	.	+	7493
10	98557139	98557293	tID=DTM_10_98557139_98557293;Name=DTM,TSDlen9,TIRlen40	.	+	155
10	98589827	98625516	tID=RLX02632B73v400002;Name=RLX02632B73v400002_NA_LTRsimilarity87.58	.	+	35690
10	98629106	98639598	tID=RLC00701B73v400001;Name=RLC00701B73v400001_wamenu_LTRsimilarity97.52	.	+	10493
10	98678779	98678885	tID=DTA_10_98678779_98678885;Name=DTA,TSDlen8,TIRlen11	.	+	107
10	98682969	98687603	tID=DHH00001B73v400340;Name=DHH00001B73v400340_NA_LCV5p8_LCV3p7	.	+	4635
10	98753975	98767121	tID=DHH00015B73v400146;Name=DHH00015B73v400146_NA_LCV5p5_LCV3p9	.	+	13147
10	99134633	99134943	tID=DTH_10_99134633_99134943;Name=DTH,TSDlen3,TIRlen14	.	+	311
10	99288368	99307973	tID=RLG00005B73v403363;Name=RLG00005B73v403363_xilon-diguus_LTRsimilarity89.29	.	+	19606
10	99297045	99305785	tID=RLC00002B73v400394;Name=RLC00002B73v400394_ji_LTRsimilarity94.17	.	+	8741
10	99408562	99426784	tID=RLC00002B73v400395;Name=RLC00002B73v400395_ji_LTRsimilarity93.27	.	+	18223
10	99639311	99639506	tID=DTH_10_99639311_99639506;Name=DTH,TSDlen3,TIRlen14	.	+	196
10	99661003	99663891	tID=DHH00002B73v405935;Name=DHH00002B73v405935_Hip1_LCV5p6_LCV3p28	.	+	2889
10	99813613	99815535	tID=RLX00934B73v400001;Name=RLX00934B73v400001_ruwi_LTRsimilarity89.2	.	+	1923
10	99918710	99934951	tID=DHH00011B73v400012;Name=DHH00011B73v400012_NA_LCV5p5_LCV3p5	.	+	16242
10	99963926	99976075	tID=DHH00004B73v402084;Name=DHH00004B73v402084_NA_LCV5p11_LCV3p10	.	+	12150
10	99977501	99986041	tID=RLC00004B73v400366;Name=RLC00004B73v400366_opie_LTRsimilarity92.65	.	+	8541
10	99990860	99991364	tID=DTA_10_99990860_99991364;Name=DTA,TSDlen8,TIRlen11	.	+	505
10	99998710	100011239	tID=DHH00010B73v400010;Name=DHH00010B73v400010_NA_LCV5p7_LCV3p5	.	+	12530
10	100000809	100001283	tID=RLC12203B73v4S0007;Name=RLC12203B73v4S0007_NA_SoloLTR	.	+	475
10	100200752	100209145	tID=RLC00004B73v400367;Name=RLC00004B73v400367_opie_LTRsimilarity91.96	.	+	8394
10	100242372	100244421	tID=DHH00040B73v400013;Name=DHH00040B73v400013_NA_LCV5p6_LCV3p10	.	+	2050
10	100281885	100282694	tID=DTA_10_100281885_100282694;Name=DTA,TSDlen8,TIRlen11	.	+	810
10	100283032	100339858	tID=RLG00001B73v415141;Name=RLG00001B73v415141_cinful-zeon_LTRsimilarity92.4	.	+	56827
10	100359764	100380680	tID=RLG00768B73v400003;Name=RLG00768B73v400003_NA_LTRsimilarity89.44	.	+	20917
10	100509173	100522054	tID=RLC00163B73v400018;Name=RLC00163B73v400018_NA_LTRsimilarity92.6	.	+	12882
10	100530940	100550620	tID=DHH00001B73v400343;Name=DHH00001B73v400343_NA_LCV5p15_LCV3p5	.	+	19681
10	100551132	100567461	tID=RLC00002B73v410233;Name=RLC00002B73v410233_ji_LTRsimilarity91.42	.	+	16330
10	100591389	100603120	tID=DHH00035B73v400003;Name=DHH00035B73v400003_NA_LCV5p5_LCV3p5	.	+	11732
10	100772504	100773057	tID=DTA_10_100772504_100773057;Name=DTA,TSDlen8,TIRlen11	.	+	554
10	100945830	100955485	tID=DHH00034B73v400019;Name=DHH00034B73v400019_NA_LCV5p9_LCV3p5	.	+	9656
10	100997919	101003057	tID=DHH00002B73v400222;Name=DHH00002B73v400222_Hip1_LCV5p22_LCV3p37	.	+	5139
10	101006806	101011715	tID=DHH00002B73v405938;Name=DHH00002B73v405938_Hip1_LCV5p8_LCV3p32	.	+	4910
10	101215521	101216092	tID=DTA_10_101215521_101216092;Name=DTA,TSDlen8,TIRlen11	.	+	572
10	101329653	101378372	tID=RLX02743B73v400002;Name=RLX02743B73v400002_NA_LTRsimilarity92.08	.	+	48720
10	101365208	101377938	tID=RLG00003B73v400399;Name=RLG00003B73v400399_huck_LTRsimilarity93.21	.	+	12731
10	101395205	101395709	tID=DTA_10_101395205_101395709;Name=DTA,TSDlen8,TIRlen11	.	+	505
10	101416354	101416740	tID=DTA_10_101416354_101416740;Name=DTA,TSDlen8,TIRlen11	.	+	387
10	101442362	101442694	tID=DTA_10_101442362_101442694;Name=DTA,TSDlen8,TIRlen11	.	+	333
10	101552972	101560323	tID=RLG00001B73v400757;Name=RLG00001B73v400757_cinful-zeon_LTRsimilarity99.84	.	+	7352
10	101565464	101565780	tID=DTA_10_101565464_101565780;Name=DTA,TSDlen8,TIRlen11	.	+	317
10	101583210	101614273	tID=RLG19034B73v400001;Name=RLG19034B73v400001_NA_LTRsimilarity97.32	.	+	31064
10	101883982	101884107	tID=DTH_10_101883982_101884107;Name=DTH,TSDlen3,TIRlen14	.	+	126
10	101891648	101912187	tID=RLX04806B73v400001;Name=RLX04806B73v400001_NA_LTRsimilarity85.19	.	+	20540
10	101913231	101993493	tID=RLG00191B73v400017;Name=RLG00191B73v400017_NA_LTRsimilarity92.09	.	+	80263
